rack,date,aoi,var,value,position,temp,basket_no,date_sampled,site,collected_by,gps_id,am_pm,bag_no,time_sample12hr...7,time_sample12hr...8,depth_ft,notes,date_CBASS,uniqueID
200E,1/23/26,4,f,0.2361,2,37,25,20260122,Nuuuli North,RC,GPS3,PM,25,4:32:00,16:32:00,4,NA,20260123,90
200E,1/23/26,4,fm,0.3128,2,37,25,20260122,Nuuuli North,RC,GPS3,PM,25,4:32:00,16:32:00,4,NA,20260123,90
200E,1/23/26,4,y_ii_,0.245,2,37,25,20260122,Nuuuli North,RC,GPS3,PM,25,4:32:00,16:32:00,4,NA,20260123,90
200E,1/23/26,5,f,0.172,3,37,19,20260122,Nuuuli,TC,GPS1,PM,1,3:02:00,15:02:00,1,NA,20260123,103
200E,1/23/26,5,fm,0.2322,3,37,19,20260122,Nuuuli,TC,GPS1,PM,1,3:02:00,15:02:00,1,NA,20260123,103
200E,1/23/26,5,y_ii_,0.259,3,37,19,20260122,Nuuuli,TC,GPS1,PM,1,3:02:00,15:02:00,1,NA,20260123,103
200E,1/23/26,6,f,0.2009,3,37,19,20260122,Nuuuli,TC,GPS1,PM,1,3:02:00,15:02:00,1,NA,20260123,103
200E,1/23/26,6,fm,0.2698,3,37,19,20260122,Nuuuli,TC,GPS1,PM,1,3:02:00,15:02:00,1,NA,20260123,103
200E,1/23/26,6,y_ii_,0.255,3,37,19,20260122,Nuuuli,TC,GPS1,PM,1,3:02:00,15:02:00,1,NA,20260123,103
200E,1/23/26,7,f,0.1857,4,37,BAG17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,7,fm,0.2977,4,37,BAG17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,7,y_ii_,0.376,4,37,BAG17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,8,f,0.2038,4,37,BAG17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,8,fm,0.3328,4,37,BAG17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,8,y_ii_,0.388,4,37,BAG17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,9,f,0.1994,5,37,BAG74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,9,fm,0.3084,5,37,BAG74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,9,y_ii_,0.353,5,37,BAG74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,10,f,0.219,5,37,BAG74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,10,fm,0.3407,5,37,BAG74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,10,y_ii_,0.357,5,37,BAG74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,11,f,0.1852,6,37,BAG6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,11,fm,0.3172,6,37,BAG6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,11,y_ii_,0.416,6,37,BAG6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,12,f,0.1887,6,37,BAG6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,12,fm,0.3328,6,37,BAG6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,12,y_ii_,0.433,6,37,BAG6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,13,f,0.1711,7,37,BAG55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,13,fm,0.2942,7,37,BAG55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,13,y_ii_,0.419,7,37,BAG55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,14,f,0.1554,7,37,BAG55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,14,fm,0.2757,7,37,BAG55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,14,y_ii_,0.436,7,37,BAG55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,15,f,0.1667,8,37,BAG13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,15,fm,0.3011,8,37,BAG13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,15,y_ii_,0.446,8,37,BAG13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,16,f,0.1564,8,37,BAG13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,16,fm,0.2835,8,37,BAG13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200E,1/23/26,16,y_ii_,0.448,8,37,BAG13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202B,1/22/26,1,f,0.1711,1,33,22,20260121,Amouli,TC,GPS1,AM,98,11:22:00,11:22:00,3,NA,20260122,65
202B,1/22/26,1,fm,0.3338,1,33,22,20260121,Amouli,TC,GPS1,AM,98,11:22:00,11:22:00,3,NA,20260122,65
202B,1/22/26,1,y_ii_,0.488,1,33,22,20260121,Amouli,TC,GPS1,AM,98,11:22:00,11:22:00,3,NA,20260122,65
202B,1/22/26,2,f,0.1618,1,33,22,20260121,Amouli,TC,GPS1,AM,98,11:22:00,11:22:00,3,NA,20260122,65
202B,1/22/26,2,fm,0.3152,1,33,22,20260121,Amouli,TC,GPS1,AM,98,11:22:00,11:22:00,3,NA,20260122,65
202B,1/22/26,2,y_ii_,0.487,1,33,22,20260121,Amouli,TC,GPS1,AM,98,11:22:00,11:22:00,3,NA,20260122,65
202B,1/22/26,3,f,0.1515,2,33,19,20260121,Amouli,RC,GPS3,AM,56,11:23:00,11:23:00,2,NA,20260122,78
202B,1/22/26,3,fm,0.2942,2,33,19,20260121,Amouli,RC,GPS3,AM,56,11:23:00,11:23:00,2,NA,20260122,78
202B,1/22/26,3,y_ii_,0.485,2,33,19,20260121,Amouli,RC,GPS3,AM,56,11:23:00,11:23:00,2,NA,20260122,78
202B,1/22/26,4,f,0.1491,2,33,19,20260121,Amouli,RC,GPS3,AM,56,11:23:00,11:23:00,2,NA,20260122,78
202B,1/22/26,4,fm,0.2942,2,33,19,20260121,Amouli,RC,GPS3,AM,56,11:23:00,11:23:00,2,NA,20260122,78
202B,1/22/26,4,y_ii_,0.493,2,33,19,20260121,Amouli,RC,GPS3,AM,56,11:23:00,11:23:00,2,NA,20260122,78
202B,1/22/26,5,f,0.1559,3,33,17,20260121,Alofau,TC,GPS1,AM,99,10:37:00,10:37:00,9,NA,20260122,62
202B,1/22/26,5,fm,0.2923,3,33,17,20260121,Alofau,TC,GPS1,AM,99,10:37:00,10:37:00,9,NA,20260122,62
202B,1/22/26,5,y_ii_,0.467,3,33,17,20260121,Alofau,TC,GPS1,AM,99,10:37:00,10:37:00,9,NA,20260122,62
202B,1/22/26,6,f,0.1628,3,33,17,20260121,Alofau,TC,GPS1,AM,99,10:37:00,10:37:00,9,NA,20260122,62
202B,1/22/26,6,fm,0.3045,3,33,17,20260121,Alofau,TC,GPS1,AM,99,10:37:00,10:37:00,9,NA,20260122,62
202B,1/22/26,6,y_ii_,0.465,3,33,17,20260121,Alofau,TC,GPS1,AM,99,10:37:00,10:37:00,9,NA,20260122,62
202B,1/22/26,7,f,0.1652,4,33,28,20260121,Amouli,TC,GPS1,AM,15,8:54:00,8:54:00,3,NA,20260122,58
202B,1/22/26,7,fm,0.3358,4,33,28,20260121,Amouli,TC,GPS1,AM,15,8:54:00,8:54:00,3,NA,20260122,58
202B,1/22/26,7,y_ii_,0.508,4,33,28,20260121,Amouli,TC,GPS1,AM,15,8:54:00,8:54:00,3,NA,20260122,58
202B,1/22/26,8,f,0.1642,4,33,28,20260121,Amouli,TC,GPS1,AM,15,8:54:00,8:54:00,3,NA,20260122,58
202B,1/22/26,8,fm,0.3304,4,33,28,20260121,Amouli,TC,GPS1,AM,15,8:54:00,8:54:00,3,NA,20260122,58
202B,1/22/26,8,y_ii_,0.503,4,33,28,20260121,Amouli,TC,GPS1,AM,15,8:54:00,8:54:00,3,NA,20260122,58
202B,1/22/26,9,f,0.1706,5,33,27,20260121,Amouli,RC,GPS3,AM,60,8:50:00,8:50:00,3,NA,20260122,67
202B,1/22/26,9,fm,0.3617,5,33,27,20260121,Amouli,RC,GPS3,AM,60,8:50:00,8:50:00,3,NA,20260122,67
202B,1/22/26,9,y_ii_,0.528,5,33,27,20260121,Amouli,RC,GPS3,AM,60,8:50:00,8:50:00,3,NA,20260122,67
202B,1/22/26,10,f,0.172,5,33,27,20260121,Amouli,RC,GPS3,AM,60,8:50:00,8:50:00,3,NA,20260122,67
202B,1/22/26,10,fm,0.3529,5,33,27,20260121,Amouli,RC,GPS3,AM,60,8:50:00,8:50:00,3,NA,20260122,67
202B,1/22/26,10,y_ii_,0.512,5,33,27,20260121,Amouli,RC,GPS3,AM,60,8:50:00,8:50:00,3,NA,20260122,67
202B,1/22/26,11,f,0.1461,6,33,20,20260121,Amouli,SM,GPS4,AM,81,8:37:00,8:37:00,3,NA,20260122,42
202B,1/22/26,11,fm,0.3109,6,33,20,20260121,Amouli,SM,GPS4,AM,81,8:37:00,8:37:00,3,NA,20260122,42
202B,1/22/26,11,y_ii_,0.53,6,33,20,20260121,Amouli,SM,GPS4,AM,81,8:37:00,8:37:00,3,NA,20260122,42
202B,1/22/26,12,f,0.1574,6,33,20,20260121,Amouli,SM,GPS4,AM,81,8:37:00,8:37:00,3,NA,20260122,42
202B,1/22/26,12,fm,0.3236,6,33,20,20260121,Amouli,SM,GPS4,AM,81,8:37:00,8:37:00,3,NA,20260122,42
202B,1/22/26,12,y_ii_,0.514,6,33,20,20260121,Amouli,SM,GPS4,AM,81,8:37:00,8:37:00,3,NA,20260122,42
202B,1/22/26,13,f,0.1491,7,33,15,20260121,Alofau,RC,GPS3,AM,52,10:04:00,10:04:00,3,NA,20260122,72
202B,1/22/26,13,fm,0.3084,7,33,15,20260121,Alofau,RC,GPS3,AM,52,10:04:00,10:04:00,3,NA,20260122,72
202B,1/22/26,13,y_ii_,0.517,7,33,15,20260121,Alofau,RC,GPS3,AM,52,10:04:00,10:04:00,3,NA,20260122,72
202B,1/22/26,14,f,0.1711,7,33,15,20260121,Alofau,RC,GPS3,AM,52,10:04:00,10:04:00,3,NA,20260122,72
202B,1/22/26,14,fm,0.3416,7,33,15,20260121,Alofau,RC,GPS3,AM,52,10:04:00,10:04:00,3,NA,20260122,72
202B,1/22/26,14,y_ii_,0.499,7,33,15,20260121,Alofau,RC,GPS3,AM,52,10:04:00,10:04:00,3,NA,20260122,72
202B,1/22/26,15,f,0.0665,8,33,BAG71,20260121,Alofau,TC,GPS1,AM,71,9:50:00,9:50:00,4,NA,20260122,59
202B,1/22/26,15,fm,0.0758,8,33,BAG71,20260121,Alofau,TC,GPS1,AM,71,9:50:00,9:50:00,4,NA,20260122,59
202B,1/22/26,15,y_ii_,0.123,8,33,BAG71,20260121,Alofau,TC,GPS1,AM,71,9:50:00,9:50:00,4,NA,20260122,59
202B,1/22/26,16,f,0.0499,8,33,BAG71,20260121,Alofau,TC,GPS1,AM,71,9:50:00,9:50:00,4,NA,20260122,59
202B,1/22/26,16,fm,0.0567,8,33,BAG71,20260121,Alofau,TC,GPS1,AM,71,9:50:00,9:50:00,4,NA,20260122,59
202B,1/22/26,16,y_ii_,0.121,8,33,BAG71,20260121,Alofau,TC,GPS1,AM,71,9:50:00,9:50:00,4,NA,20260122,59
204A,1/20/26,1,f,0.1608,1,29,32,20260119,Gataivai,TC,GPS1,PM,19,3:12:00,15:12:00,3,NA,20260120,13
204A,1/20/26,1,fm,0.3231,1,29,32,20260119,Gataivai,TC,GPS1,PM,19,3:12:00,15:12:00,3,NA,20260120,13
204A,1/20/26,1,y_ii_,0.502,1,29,32,20260119,Gataivai,TC,GPS1,PM,19,3:12:00,15:12:00,3,NA,20260120,13
204A,1/20/26,2,f,0.1413,1,29,32,20260119,Gataivai,TC,GPS1,PM,19,3:12:00,15:12:00,3,NA,20260120,13
204A,1/20/26,2,fm,0.2889,1,29,32,20260119,Gataivai,TC,GPS1,PM,19,3:12:00,15:12:00,3,NA,20260120,13
204A,1/20/26,2,y_ii_,0.511,1,29,32,20260119,Gataivai,TC,GPS1,PM,19,3:12:00,15:12:00,3,NA,20260120,13
204A,1/20/26,3,f,0.1632,2,29,31,20260119,Gataivai,TC,GPS1,PM,37,3:40:00,15:40:00,4,NA,20260120,15
204A,1/20/26,3,fm,0.2918,2,29,31,20260119,Gataivai,TC,GPS1,PM,37,3:40:00,15:40:00,4,NA,20260120,15
204A,1/20/26,3,y_ii_,0.441,2,29,31,20260119,Gataivai,TC,GPS1,PM,37,3:40:00,15:40:00,4,NA,20260120,15
204A,1/20/26,4,f,0.196,2,29,31,20260119,Gataivai,TC,GPS1,PM,37,3:40:00,15:40:00,4,NA,20260120,15
204A,1/20/26,4,fm,0.3319,2,29,31,20260119,Gataivai,TC,GPS1,PM,37,3:40:00,15:40:00,4,NA,20260120,15
204A,1/20/26,4,y_ii_,0.409,2,29,31,20260119,Gataivai,TC,GPS1,PM,37,3:40:00,15:40:00,4,NA,20260120,15
204A,1/20/26,5,f,0.1686,3,29,19,20260119,Nuuuli,SM,GPS4,PM,2,5:03:00,17:03:00,2,NA,20260120,9
204A,1/20/26,5,fm,0.3001,3,29,19,20260119,Nuuuli,SM,GPS4,PM,2,5:03:00,17:03:00,2,NA,20260120,9
204A,1/20/26,5,y_ii_,0.438,3,29,19,20260119,Nuuuli,SM,GPS4,PM,2,5:03:00,17:03:00,2,NA,20260120,9
204A,1/20/26,6,f,0.1628,3,29,19,20260119,Nuuuli,SM,GPS4,PM,2,5:03:00,17:03:00,2,NA,20260120,9
204A,1/20/26,6,fm,0.2893,3,29,19,20260119,Nuuuli,SM,GPS4,PM,2,5:03:00,17:03:00,2,NA,20260120,9
204A,1/20/26,6,y_ii_,0.438,3,29,19,20260119,Nuuuli,SM,GPS4,PM,2,5:03:00,17:03:00,2,NA,20260120,9
204A,1/20/26,7,f,0.1818,4,29,33,20260119,Nuuuli,TC,GPS1,PM,32,5:44:00,17:44:00,3,NA,20260120,21
204A,1/20/26,7,fm,0.3607,4,29,33,20260119,Nuuuli,TC,GPS1,PM,32,5:44:00,17:44:00,3,NA,20260120,21
204A,1/20/26,7,y_ii_,0.496,4,29,33,20260119,Nuuuli,TC,GPS1,PM,32,5:44:00,17:44:00,3,NA,20260120,21
204A,1/20/26,8,f,0.1979,4,29,33,20260119,Nuuuli,TC,GPS1,PM,32,5:44:00,17:44:00,3,NA,20260120,21
204A,1/20/26,8,fm,0.3861,4,29,33,20260119,Nuuuli,TC,GPS1,PM,32,5:44:00,17:44:00,3,NA,20260120,21
204A,1/20/26,8,y_ii_,0.487,4,29,33,20260119,Nuuuli,TC,GPS1,PM,32,5:44:00,17:44:00,3,NA,20260120,21
204A,1/20/26,9,f,0.1339,5,29,21,20260119,Gataivai,SM,GPS4,PM,6,3:41:00,15:41:00,4.5,NA,20260120,6
204A,1/20/26,9,fm,0.2576,5,29,21,20260119,Gataivai,SM,GPS4,PM,6,3:41:00,15:41:00,4.5,NA,20260120,6
204A,1/20/26,9,y_ii_,0.48,5,29,21,20260119,Gataivai,SM,GPS4,PM,6,3:41:00,15:41:00,4.5,NA,20260120,6
204A,1/20/26,10,f,0.1442,5,29,21,20260119,Gataivai,SM,GPS4,PM,6,3:41:00,15:41:00,4.5,NA,20260120,6
204A,1/20/26,10,fm,0.2488,5,29,21,20260119,Gataivai,SM,GPS4,PM,6,3:41:00,15:41:00,4.5,NA,20260120,6
204A,1/20/26,10,y_ii_,0.42,5,29,21,20260119,Gataivai,SM,GPS4,PM,6,3:41:00,15:41:00,4.5,NA,20260120,6
204A,1/20/26,11,f,0.1437,6,29,34,20260119,Nuuuli,SM,GPS4,PM,55,5:07:00,17:07:00,1.5,NA,20260120,10
204A,1/20/26,11,fm,0.3123,6,29,34,20260119,Nuuuli,SM,GPS4,PM,55,5:07:00,17:07:00,1.5,NA,20260120,10
204A,1/20/26,11,y_ii_,0.54,6,29,34,20260119,Nuuuli,SM,GPS4,PM,55,5:07:00,17:07:00,1.5,NA,20260120,10
204A,1/20/26,12,f,0.1408,6,29,34,20260119,Nuuuli,SM,GPS4,PM,55,5:07:00,17:07:00,1.5,NA,20260120,10
204A,1/20/26,12,fm,0.2957,6,29,34,20260119,Nuuuli,SM,GPS4,PM,55,5:07:00,17:07:00,1.5,NA,20260120,10
204A,1/20/26,12,y_ii_,0.524,6,29,34,20260119,Nuuuli,SM,GPS4,PM,55,5:07:00,17:07:00,1.5,NA,20260120,10
204A,1/20/26,13,f,0.1975,7,29,14,20260119,Nuuuli,RC,GPS3,PM,8,4:55:00,16:55:00,3,NA,20260120,28
204A,1/20/26,13,fm,0.3974,7,29,14,20260119,Nuuuli,RC,GPS3,PM,8,4:55:00,16:55:00,3,NA,20260120,28
204A,1/20/26,13,y_ii_,0.503,7,29,14,20260119,Nuuuli,RC,GPS3,PM,8,4:55:00,16:55:00,3,NA,20260120,28
204A,1/20/26,14,f,0.1979,7,29,14,20260119,Nuuuli,RC,GPS3,PM,8,4:55:00,16:55:00,3,NA,20260120,28
204A,1/20/26,14,fm,0.3954,7,29,14,20260119,Nuuuli,RC,GPS3,PM,8,4:55:00,16:55:00,3,NA,20260120,28
204A,1/20/26,14,y_ii_,0.499,7,29,14,20260119,Nuuuli,RC,GPS3,PM,8,4:55:00,16:55:00,3,NA,20260120,28
204A,1/20/26,15,f,0.1598,8,29,16,20260119,Nuuuli,SM,GPS4,PM,56,5:17:00,17:17:00,2,NA,20260120,11
204A,1/20/26,15,fm,0.328,8,29,16,20260119,Nuuuli,SM,GPS4,PM,56,5:17:00,17:17:00,2,NA,20260120,11
204A,1/20/26,15,y_ii_,0.513,8,29,16,20260119,Nuuuli,SM,GPS4,PM,56,5:17:00,17:17:00,2,NA,20260120,11
204A,1/20/26,16,f,0.1598,8,29,16,20260119,Nuuuli,SM,GPS4,PM,56,5:17:00,17:17:00,2,NA,20260120,11
204A,1/20/26,16,fm,0.3148,8,29,16,20260119,Nuuuli,SM,GPS4,PM,56,5:17:00,17:17:00,2,NA,20260120,11
204A,1/20/26,16,y_ii_,0.492,8,29,16,20260119,Nuuuli,SM,GPS4,PM,56,5:17:00,17:17:00,2,NA,20260120,11
204A,1/23/26,1,f,0.1378,1,29,37,20260122,Nuuuli North,TC,GPS1,PM,82,5:10:00,17:10:00,4,right of the big patch,20260123,113
204A,1/23/26,1,fm,0.2454,1,29,37,20260122,Nuuuli North,TC,GPS1,PM,82,5:10:00,17:10:00,4,right of the big patch,20260123,113
204A,1/23/26,1,y_ii_,0.438,1,29,37,20260122,Nuuuli North,TC,GPS1,PM,82,5:10:00,17:10:00,4,right of the big patch,20260123,113
204A,1/23/26,2,f,0.1613,1,29,37,20260122,Nuuuli North,TC,GPS1,PM,82,5:10:00,17:10:00,4,right of the big patch,20260123,113
204A,1/23/26,2,fm,0.2854,1,29,37,20260122,Nuuuli North,TC,GPS1,PM,82,5:10:00,17:10:00,4,right of the big patch,20260123,113
204A,1/23/26,2,y_ii_,0.435,1,29,37,20260122,Nuuuli North,TC,GPS1,PM,82,5:10:00,17:10:00,4,right of the big patch,20260123,113
204A,1/23/26,3,f,0.1144,2,29,47,20260122,Nuuuli North,RC,GPS3,PM,24,5:13:00,17:13:00,5,NA,20260123,94
204A,1/23/26,3,fm,0.2097,2,29,47,20260122,Nuuuli North,RC,GPS3,PM,24,5:13:00,17:13:00,5,NA,20260123,94
204A,1/23/26,3,y_ii_,0.455,2,29,47,20260122,Nuuuli North,RC,GPS3,PM,24,5:13:00,17:13:00,5,NA,20260123,94
204A,1/23/26,4,f,0.152,2,29,47,20260122,Nuuuli North,RC,GPS3,PM,24,5:13:00,17:13:00,5,NA,20260123,94
204A,1/23/26,4,fm,0.2805,2,29,47,20260122,Nuuuli North,RC,GPS3,PM,24,5:13:00,17:13:00,5,NA,20260123,94
204A,1/23/26,4,y_ii_,0.458,2,29,47,20260122,Nuuuli North,RC,GPS3,PM,24,5:13:00,17:13:00,5,NA,20260123,94
204A,1/23/26,5,f,0.1261,3,29,26,20260122,Nuuuli,TC,GPS1,PM,80,2:48:00,14:48:00,2,NA,20260123,100
204A,1/23/26,5,fm,0.2292,3,29,26,20260122,Nuuuli,TC,GPS1,PM,80,2:48:00,14:48:00,2,NA,20260123,100
204A,1/23/26,5,y_ii_,0.45,3,29,26,20260122,Nuuuli,TC,GPS1,PM,80,2:48:00,14:48:00,2,NA,20260123,100
204A,1/23/26,6,f,0.1403,3,29,26,20260122,Nuuuli,TC,GPS1,PM,80,2:48:00,14:48:00,2,NA,20260123,100
204A,1/23/26,6,fm,0.2615,3,29,26,20260122,Nuuuli,TC,GPS1,PM,80,2:48:00,14:48:00,2,NA,20260123,100
204A,1/23/26,6,y_ii_,0.464,3,29,26,20260122,Nuuuli,TC,GPS1,PM,80,2:48:00,14:48:00,2,NA,20260123,100
204A,1/23/26,7,f,0.1579,4,29,46,20260122,Nuuuli North,RC,GPS3,PM,27,4:17:00,16:17:00,5,NA,20260123,88
204A,1/23/26,7,fm,0.2805,4,29,46,20260122,Nuuuli North,RC,GPS3,PM,27,4:17:00,16:17:00,5,NA,20260123,88
204A,1/23/26,7,y_ii_,0.437,4,29,46,20260122,Nuuuli North,RC,GPS3,PM,27,4:17:00,16:17:00,5,NA,20260123,88
204A,1/23/26,8,f,0.1691,4,29,46,20260122,Nuuuli North,RC,GPS3,PM,27,4:17:00,16:17:00,5,NA,20260123,88
204A,1/23/26,8,fm,0.2962,4,29,46,20260122,Nuuuli North,RC,GPS3,PM,27,4:17:00,16:17:00,5,NA,20260123,88
204A,1/23/26,8,y_ii_,0.429,4,29,46,20260122,Nuuuli North,RC,GPS3,PM,27,4:17:00,16:17:00,5,NA,20260123,88
204A,1/23/26,9,f,0.1676,5,29,13,20260122,Nuuuli,RC,GPS3,PM,61,2:07:00,14:07:00,2,NA,20260123,81
204A,1/23/26,9,fm,0.3006,5,29,13,20260122,Nuuuli,RC,GPS3,PM,61,2:07:00,14:07:00,2,NA,20260123,81
204A,1/23/26,9,y_ii_,0.442,5,29,13,20260122,Nuuuli,RC,GPS3,PM,61,2:07:00,14:07:00,2,NA,20260123,81
204A,1/23/26,10,f,0.1769,5,29,13,20260122,Nuuuli,RC,GPS3,PM,61,2:07:00,14:07:00,2,NA,20260123,81
204A,1/23/26,10,fm,0.3216,5,29,13,20260122,Nuuuli,RC,GPS3,PM,61,2:07:00,14:07:00,2,NA,20260123,81
204A,1/23/26,10,y_ii_,0.45,5,29,13,20260122,Nuuuli,RC,GPS3,PM,61,2:07:00,14:07:00,2,NA,20260123,81
204A,1/23/26,11,f,0.1163,6,29,23,20260122,Nuuuli North,TC,GPS1,PM,49,4:41:00,16:41:00,6,NA,20260123,109
204A,1/23/26,11,fm,0.2151,6,29,23,20260122,Nuuuli North,TC,GPS1,PM,49,4:41:00,16:41:00,6,NA,20260123,109
204A,1/23/26,11,y_ii_,0.459,6,29,23,20260122,Nuuuli North,TC,GPS1,PM,49,4:41:00,16:41:00,6,NA,20260123,109
204A,1/23/26,12,f,0.1139,6,29,23,20260122,Nuuuli North,TC,GPS1,PM,49,4:41:00,16:41:00,6,NA,20260123,109
204A,1/23/26,12,fm,0.2131,6,29,23,20260122,Nuuuli North,TC,GPS1,PM,49,4:41:00,16:41:00,6,NA,20260123,109
204A,1/23/26,12,y_ii_,0.466,6,29,23,20260122,Nuuuli North,TC,GPS1,PM,49,4:41:00,16:41:00,6,NA,20260123,109
204A,1/23/26,13,f,0.1403,7,29,36,20260122,Nuuuli,TC,GPS1,PM,86,2:51:00,14:51:00,2,NA,20260123,101
204A,1/23/26,13,fm,0.2546,7,29,36,20260122,Nuuuli,TC,GPS1,PM,86,2:51:00,14:51:00,2,NA,20260123,101
204A,1/23/26,13,y_ii_,0.449,7,29,36,20260122,Nuuuli,TC,GPS1,PM,86,2:51:00,14:51:00,2,NA,20260123,101
204A,1/23/26,14,f,0.1447,7,29,36,20260122,Nuuuli,TC,GPS1,PM,86,2:51:00,14:51:00,2,NA,20260123,101
204A,1/23/26,14,fm,0.262,7,29,36,20260122,Nuuuli,TC,GPS1,PM,86,2:51:00,14:51:00,2,NA,20260123,101
204A,1/23/26,14,y_ii_,0.448,7,29,36,20260122,Nuuuli,TC,GPS1,PM,86,2:51:00,14:51:00,2,NA,20260123,101
204A,1/23/26,15,f,0.1109,8,29,43,20260122,Nuuuli North,RC,GPS3,PM,23,4:40:00,16:40:00,7,NA,20260123,91
204A,1/23/26,15,fm,0.2155,8,29,43,20260122,Nuuuli North,RC,GPS3,PM,23,4:40:00,16:40:00,7,NA,20260123,91
204A,1/23/26,15,y_ii_,0.485,8,29,43,20260122,Nuuuli North,RC,GPS3,PM,23,4:40:00,16:40:00,7,NA,20260123,91
204A,1/23/26,16,f,0.1109,8,29,43,20260122,Nuuuli North,RC,GPS3,PM,23,4:40:00,16:40:00,7,NA,20260123,91
204A,1/23/26,16,fm,0.2155,8,29,43,20260122,Nuuuli North,RC,GPS3,PM,23,4:40:00,16:40:00,7,NA,20260123,91
204A,1/23/26,16,y_ii_,0.485,8,29,43,20260122,Nuuuli North,RC,GPS3,PM,23,4:40:00,16:40:00,7,NA,20260123,91
204F,1/22/26,1,f,0.1515,1,29,30,20260121,Amouli,TC,GPS1,AM,79,11:18:00,11:18:00,2.5,NA,20260122,64
204F,1/22/26,1,fm,0.3177,1,29,30,20260121,Amouli,TC,GPS1,AM,79,11:18:00,11:18:00,2.5,NA,20260122,64
204F,1/22/26,1,y_ii_,0.523,1,29,30,20260121,Amouli,TC,GPS1,AM,79,11:18:00,11:18:00,2.5,NA,20260122,64
204F,1/22/26,2,f,0.1559,1,29,30,20260121,Amouli,TC,GPS1,AM,79,11:18:00,11:18:00,2.5,NA,20260122,64
204F,1/22/26,2,fm,0.3275,1,29,30,20260121,Amouli,TC,GPS1,AM,79,11:18:00,11:18:00,2.5,NA,20260122,64
204F,1/22/26,2,y_ii_,0.524,1,29,30,20260121,Amouli,TC,GPS1,AM,79,11:18:00,11:18:00,2.5,NA,20260122,64
204F,1/22/26,3,f,0.1701,2,29,41,20260120,Fatu Rock,SM,GPS4,PM,82,6:00:00,18:00:00,2.5,NA,20260122,32
204F,1/22/26,3,fm,0.3485,2,29,41,20260120,Fatu Rock,SM,GPS4,PM,82,6:00:00,18:00:00,2.5,NA,20260122,32
204F,1/22/26,3,y_ii_,0.512,2,29,41,20260120,Fatu Rock,SM,GPS4,PM,82,6:00:00,18:00:00,2.5,NA,20260122,32
204F,1/22/26,4,f,0.173,2,29,41,20260120,Fatu Rock,SM,GPS4,PM,82,6:00:00,18:00:00,2.5,NA,20260122,32
204F,1/22/26,4,fm,0.3426,2,29,41,20260120,Fatu Rock,SM,GPS4,PM,82,6:00:00,18:00:00,2.5,NA,20260122,32
204F,1/22/26,4,y_ii_,0.495,2,29,41,20260120,Fatu Rock,SM,GPS4,PM,82,6:00:00,18:00:00,2.5,NA,20260122,32
